raindrops	0.13.0	https://bogomips.org/raindrops/	6915544
rspec	2.14.1	http://github.com/rspec	6850563
uuidtools	2.1.5	https://github.com/sporkmonger/uuidtools	6835315
celluloid	0.16.0	https://github.com/celluloid/celluloid	6828487
sinatra	1.4.6	http://www.sinatrarb.com/	6796560
fission	0.5.0	https://github.com/thbishop/fission	6788229
mime-types	1.16	https://github.com/mime-types/ruby-mime-types/	6757368
awesome_print	1.2.0	https://github.com/awesome-print/awesome_print	6756879
abstract	1.0.0	http://rubyforge.org/projects/abstract	6687454
mime-types	2.6.2	https://github.com/mime-types/ruby-mime-types/	6680414
rake	10.0.4	https://github.com/ruby/rake	6661796
unf_ext	0.0.7.2	https://github.com/knu/ruby-unf_ext	6625721
rspec	3.4.0	http://github.com/rspec	6605829
rack-ssl	1.3.4	https://github.com/josh/rack-ssl	6598931
minitest	5.8.4	https://github.com/seattlerb/minitest	6490620
rspec-its	1.2.0	https://github.com/rspec/rspec-its	6489796
debugger-linecache	1.2.0	http://github.com/cldwalker/debugger-linecache	6467410
rspec-support	3.5.0	https://github.com/rspec/rspec-support	6445477
sinatra	1.4.5	http://www.sinatrarb.com/	6433782
coderay	1.1.1	http://coderay.rubychan.de	6432342
execjs	2.0.2	https://github.com/rails/execjs	6385976
rails	0.8.0	http://www.rubyonrails.org	6375606
rspec-expectations	3.5.0	https://github.com/rspec/rspec-expectations	6341053
erubis	2.6.6	http://www.kuwata-lab.com/erubis/	6337788
mini_portile	0.6.0	http://github.com/flavorjones/mini_portile	6315341
rspec-mocks	3.5.0	https://github.com/rspec/rspec-mocks	6299595
rails-html-sanitizer	1.0.2	https://github.com/rails/rails-html-sanitizer	6292400
fog-xml	0.1.2	https://github.com/fog/fog-xml	6269366
pry	0.10.3	http://pryrepl.org	6263095
powerpack	0.1.1	https://github.com/bbatsov/powerpack	6261549
fog-json	1.0.2	http://github.com/fog/fog-json	6243500
activesupport	3.2.13	http://www.rubyonrails.org	6238592
mail	2.6.4	https://github.com/mikel/mail	6191576
compass-core	1.0.3	http://compass-style.org/reference/compass/	6172119
rspec-mocks	3.4.1	https://github.com/rspec/rspec-mocks	6167127
factory_girl	4.5.0	https://github.com/thoughtbot/factory_girl	6166882
faraday	0.9.0	https://github.com/lostisland/faraday	6142038
fog-atmos	0.1.0		6132633
minitest	5.9.0	https://github.com/seattlerb/minitest	6108845
systemu	2.5.2	https://github.com/ahoward/systemu	6103951
tilt	2.0.1	http://github.com/rtomayko/tilt/	6067784
connection_pool	2.2.0	https://github.com/mperham/connection_pool	6047140
ruby-progressbar	1.7.5	https://github.com/jfelchner/ruby-progressbar	6020653
timers	1.1.0	https://github.com/celluloid/timers	5975257
eventmachine	0.12.10	http://rubyeventmachine.com	5956073
mime-types	2.6.1	https://github.com/mime-types/ruby-mime-types/	5912275
activerecord-deprecated_finders	1.0.3	https://github.com/rails/activerecord-deprecated_finders	5905422
rack-test	0.6.1	http://github.com/brynary/rack-test	5903975
websocket-extensions	0.1.2	http://github.com/faye/websocket-extensions-ruby	5840919
executable-hooks	1.3.2	https://github.com/mpapis/executable-hooks	5840066
redis-namespace	1.5.2	http://github.com/resque/redis-namespace	5833072
pkg-config	1.1.7	https://github.com/ruby-gnome2/pkg-config	5826901
pg	0.17.1	https://bitbucket.org/ged/ruby-pg	5815136
http_parser.rb	0.6.0	http://github.com/tmm1/http_parser.rb	5794099
compass	1.0.3	http://compass-style.org	5792071
rspec	3.5.0	http://github.com/rspec	5789888
terminal-table	1.4.5	https://github.com/tj/terminal-table	5744112
descendants_tracker	0.0.4	https://github.com/dkubb/descendants_tracker	5700303
rack-mount	0.8.3	https://github.com/josh/rack-mount	5674794
hitimes	1.2.2	http://github.com/copiousfreetime/hitimes	5664140
tzinfo	0.3.35	http://tzinfo.github.io	5654817
concurrent-ruby	1.0.2	http://www.concurrent-ruby.com	5629336
cliver	0.3.2	https://www.github.com/yaauie/cliver	5618857
mixlib-authentication	1.3.0	https://www.chef.io	5575858
net-ssh-gateway	1.1.0	https://github.com/net-ssh/net-scp	5557664
net-ssh	2.9.1	https://github.com/net-ssh/net-ssh	5556440
fog-riakcs	0.1.0		5513554
archive-tar-minitar	0.5.2	http://rubyforge.org/projects/ruwiki/	5487882
tzinfo	0.3.38	http://tzinfo.github.io	5465669
simplecov-html	0.8.0	https://github.com/colszowka/simplecov-html	5451640
rb-fsevent	0.9.7	http://rubygems.org/gems/rb-fsevent	5446839
trollop	2.1.2	http://manageiq.github.io/trollop/	5440021
rake	10.1.1	https://github.com/ruby/rake	5432264
timers	4.0.1	https://github.com/celluloid/timers	5397161
log4r	1.1.10	http://log4r.rubyforge.org	5380545
spoon	0.0.4		5372361
nokogiri	1.6.8	http://nokogiri.org	5371518
rake	0.9.2	https://github.com/ruby/rake	5342434
thread_safe	0.3.5	https://github.com/ruby-concurrency/thread_safe	5331489
mocha	1.1.0	http://gofreerange.com/mocha/docs	5303265
fog-vmfusion	0.1.0		5301573
fog-terremark	0.1.0		5290698
fog-voxel	0.1.0		5289689
coercible	1.0.0	https://github.com/solnic/coercible	5272056
websocket	1.0.7	http://github.com/imanel/websocket-ruby	5268457
mysql2	0.3.11	http://github.com/brianmario/mysql2	5253806
i18n	0.5.0	http://github.com/svenfuchs/i18n	5253260
addressable	2.3.5	https://github.com/sporkmonger/addressable	5212339
sprockets-rails	2.3.3	https://github.com/rails/sprockets-rails	5204390
rspec-support	3.3.0	https://github.com/rspec/rspec-support	5202078
mime-types-data	3.2016.0521	https://github.com/mime-types/mime-types-data/	5195343
coffee-script-source	1.9.1.1	http://jashkenas.github.com/coffee-script/	5184564
fog-storm_on_demand	0.1.1		5182512
